benchmark,expansion,goodput,iterations,run_number,symbol_size,symbols,testcase,throughput,type,unit
Binary8,2,279.536,14,20,1600,128,FulcrumOuter,279.536,encoder,MB/s
Binary8,2,278.856,14,21,1600,128,FulcrumOuter,278.856,encoder,MB/s
Binary8,2,278.856,14,22,1600,128,FulcrumOuter,278.856,encoder,MB/s
Binary8,2,278.018,14,23,1600,128,FulcrumOuter,278.018,encoder,MB/s
Binary8,2,281.623,14,24,1600,128,FulcrumOuter,281.623,encoder,MB/s
Binary8,2,278.531,14,25,1600,128,FulcrumOuter,278.531,encoder,MB/s
Binary8,2,279.781,14,26,1600,128,FulcrumOuter,279.781,encoder,MB/s
Binary8,2,282.038,14,27,1600,128,FulcrumOuter,282.038,encoder,MB/s
Binary8,2,280.301,14,28,1600,128,FulcrumOuter,280.301,encoder,MB/s
Binary8,2,280.96,14,29,1600,128,FulcrumOuter,280.96,encoder,MB/s
Binary8,3,275.825,14,0,1600,128,FulcrumOuter,275.825,encoder,MB/s
Binary8,3,271.721,14,1,1600,128,FulcrumOuter,271.721,encoder,MB/s
Binary8,3,269.12,14,2,1600,128,FulcrumOuter,269.12,encoder,MB/s
Binary8,3,269.981,14,3,1600,128,FulcrumOuter,269.981,encoder,MB/s
Binary8,3,274.478,14,4,1600,128,FulcrumOuter,274.478,encoder,MB/s
Binary8,3,273.718,14,5,1600,128,FulcrumOuter,273.718,encoder,MB/s
Binary8,3,271.284,14,6,1600,128,FulcrumOuter,271.284,encoder,MB/s
Binary8,3,275.137,14,7,1600,128,FulcrumOuter,275.137,encoder,MB/s
Binary8,3,272.108,14,8,1600,128,FulcrumOuter,272.108,encoder,MB/s
Binary8,3,276.463,14,9,1600,128,FulcrumOuter,276.463,encoder,MB/s
Binary8,3,274.452,14,10,1600,128,FulcrumOuter,274.452,encoder,MB/s
Binary8,3,275.56,14,11,1600,128,FulcrumOuter,275.56,encoder,MB/s
Binary8,3,275.11,14,12,1600,128,FulcrumOuter,275.11,encoder,MB/s
Binary8,3,270.516,14,13,1600,128,FulcrumOuter,270.516,encoder,MB/s
Binary8,3,274.032,14,14,1600,128,FulcrumOuter,274.032,encoder,MB/s
Binary8,3,273.223,14,15,1600,128,FulcrumOuter,273.223,encoder,MB/s
Binary8,3,273.457,14,16,1600,128,FulcrumOuter,273.457,encoder,MB/s
Binary8,3,273.666,14,17,1600,128,FulcrumOuter,273.666,encoder,MB/s
Binary8,3,276.81,14,18,1600,128,FulcrumOuter,276.81,encoder,MB/s
Binary8,3,276.064,14,19,1600,128,FulcrumOuter,276.064,encoder,MB/s
Binary8,3,276.517,14,20,1600,128,FulcrumOuter,276.517,encoder,MB/s
Binary8,3,275.772,14,21,1600,128,FulcrumOuter,275.772,encoder,MB/s
Binary8,3,273.928,14,22,1600,128,FulcrumOuter,273.928,encoder,MB/s
Binary8,3,273.614,14,23,1600,128,FulcrumOuter,273.614,encoder,MB/s
Binary8,3,274.399,14,24,1600,128,FulcrumOuter,274.399,encoder,MB/s
Binary8,3,272.237,14,25,1600,128,FulcrumOuter,272.237,encoder,MB/s
Binary8,3,270.772,14,26,1600,128,FulcrumOuter,270.772,encoder,MB/s
Binary8,3,273.666,14,27,1600,128,FulcrumOuter,273.666,encoder,MB/s
Binary8,3,258.843,14,28,1600,128,FulcrumOuter,258.843,encoder,MB/s
Binary8,3,272.911,14,29,1600,128,FulcrumOuter,272.911,encoder,MB/s
Binary8,4,264.678,13,0,1600,128,FulcrumOuter,264.678,encoder,MB/s
Binary8,4,271.104,14,1,1600,128,FulcrumOuter,271.104,encoder,MB/s
Binary8,4,267.363,14,2,1600,128,FulcrumOuter,267.363,encoder,MB/s
Binary8,4,263.651,14,3,1600,128,FulcrumOuter,263.651,encoder,MB/s
Binary8,4,269.221,14,4,1600,128,FulcrumOuter,269.221,encoder,MB/s
Binary8,4,266.816,14,5,1600,128,FulcrumOuter,266.816,encoder,MB/s
Binary8,4,267.438,14,6,1600,128,FulcrumOuter,267.438,encoder,MB/s
Binary8,4,268.565,14,7,1600,128,FulcrumOuter,268.565,encoder,MB/s
Binary8,4,266.766,14,8,1600,128,FulcrumOuter,266.766,encoder,MB/s
Binary8,4,268.54,14,9,1600,128,FulcrumOuter,268.54,encoder,MB/s
Binary8,4,265.999,14,10,1600,128,FulcrumOuter,265.999,encoder,MB/s
Binary8,4,266.419,14,11,1600,128,FulcrumOuter,266.419,encoder,MB/s
Binary8,4,270.363,14,12,1600,128,FulcrumOuter,270.363,encoder,MB/s
Binary8,4,265.089,14,13,1600,128,FulcrumOuter,265.089,encoder,MB/s
Binary8,4,268.716,14,14,1600,128,FulcrumOuter,268.716,encoder,MB/s
Binary8,4,267.064,14,15,1600,128,FulcrumOuter,267.064,encoder,MB/s
Binary8,4,266.691,14,16,1600,128,FulcrumOuter,266.691,encoder,MB/s
Binary8,4,269.829,14,17,1600,128,FulcrumOuter,269.829,encoder,MB/s
Binary8,4,268.439,14,18,1600,128,FulcrumOuter,268.439,encoder,MB/s
Binary8,4,261.463,14,19,1600,128,FulcrumOuter,261.463,encoder,MB/s
Binary8,4,262.901,14,20,1600,128,FulcrumOuter,262.901,encoder,MB/s
Binary8,4,267.388,14,21,1600,128,FulcrumOuter,267.388,encoder,MB/s
Binary8,4,267.787,14,22,1600,128,FulcrumOuter,267.787,encoder,MB/s
Binary8,4,268.238,14,23,1600,128,FulcrumOuter,268.238,encoder,MB/s
Binary8,4,270.899,14,24,1600,128,FulcrumOuter,270.899,encoder,MB/s
Binary8,4,267.288,14,25,1600,128,FulcrumOuter,267.288,encoder,MB/s
Binary8,4,266.989,14,26,1600,128,FulcrumOuter,266.989,encoder,MB/s
Binary8,4,269.499,14,27,1600,128,FulcrumOuter,269.499,encoder,MB/s
Binary8,4,267.238,14,28,1600,128,FulcrumOuter,267.238,encoder,MB/s
Binary8,4,270.185,14,29,1600,128,FulcrumOuter,270.185,encoder,MB/s
Binary8,1,141.461,8,0,1600,128,FulcrumOuter,142.566,decoder,MB/s
Binary8,1,150.547,8,1,1600,128,FulcrumOuter,152.899,decoder,MB/s
Binary8,1,142.371,8,2,1600,128,FulcrumOuter,142.371,decoder,MB/s
Binary8,1,139.891,8,3,1600,128,FulcrumOuter,140.984,decoder,MB/s
Binary8,1,148.446,8,4,1600,128,FulcrumOuter,148.446,decoder,MB/s
Binary8,1,143.317,8,5,1600,128,FulcrumOuter,143.317,decoder,MB/s
Binary8,1,141.914,8,6,1600,128,FulcrumOuter,141.914,decoder,MB/s
