benchmark,expansion,iterations,run_number,symbols,symbol_size,testcase,type,throughput,goodput,unit
binary8,1,1,4,32,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,1,1,5,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,6,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,1,1,7,32,1600,FulcrumCombined,encoder,701.369863,701.369863,Mbs
binary8,1,1,8,32,1600,FulcrumCombined,encoder,624.390244,624.390244,Mbs
binary8,1,1,9,32,1600,FulcrumCombined,encoder,721.126761,721.126761,Mbs
binary8,1,1,10,32,1600,FulcrumCombined,encoder,616.86747,616.86747,Mbs
binary8,1,1,11,32,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,1,1,12,32,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,1,1,13,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,14,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,15,32,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,1,1,16,32,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,1,1,17,32,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,1,1,18,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,19,32,1600,FulcrumCombined,encoder,721.126761,721.126761,Mbs
binary8,1,1,20,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,21,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,1,1,22,32,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,1,1,23,32,1600,FulcrumCombined,encoder,721.126761,721.126761,Mbs
binary8,1,1,24,32,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,1,1,25,32,1600,FulcrumCombined,encoder,640,640,Mbs
binary8,1,1,26,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,27,32,1600,FulcrumCombined,encoder,721.126761,721.126761,Mbs
binary8,1,1,28,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,1,1,29,32,1600,FulcrumCombined,encoder,682.666667,682.666667,Mbs
binary8,1,1,30,32,1600,FulcrumCombined,encoder,742.028986,742.028986,Mbs
binary8,1,1,1,32,1600,FulcrumCombined,decoder,512,512,Mbs
binary8,1,1,2,32,1600,FulcrumCombined,decoder,606.896552,588.505747,Mbs
binary8,1,1,3,32,1600,FulcrumCombined,decoder,573.913043,556.521739,Mbs
binary8,1,1,4,32,1600,FulcrumCombined,decoder,561.702128,544.680851,Mbs
binary8,1,1,5,32,1600,FulcrumCombined,decoder,550,533.333333,Mbs
binary8,1,1,6,32,1600,FulcrumCombined,decoder,567.741935,550.537634,Mbs
binary8,1,1,7,32,1600,FulcrumCombined,decoder,556.521739,556.521739,Mbs
binary8,1,1,8,32,1600,FulcrumCombined,decoder,512,512,Mbs
binary8,1,1,9,32,1600,FulcrumCombined,decoder,430.252101,430.252101,Mbs
binary8,1,1,10,32,1600,FulcrumCombined,decoder,561.702128,544.680851,Mbs
binary8,1,1,11,32,1600,FulcrumCombined,decoder,581.818182,581.818182,Mbs
binary8,1,1,12,32,1600,FulcrumCombined,decoder,588.505747,588.505747,Mbs
binary8,1,1,13,32,1600,FulcrumCombined,decoder,544.680851,544.680851,Mbs
binary8,1,1,14,32,1600,FulcrumCombined,decoder,586.666667,568.888889,Mbs
binary8,1,1,15,32,1600,FulcrumCombined,decoder,568.888889,568.888889,Mbs
binary8,1,1,16,32,1600,FulcrumCombined,decoder,499.082569,469.724771,Mbs
binary8,1,1,17,32,1600,FulcrumCombined,decoder,568.888889,568.888889,Mbs
binary8,1,1,18,32,1600,FulcrumCombined,decoder,568.888889,568.888889,Mbs
binary8,1,1,19,32,1600,FulcrumCombined,decoder,611.764706,501.960784,Mbs
binary8,1,1,20,32,1600,FulcrumCombined,decoder,629.213483,575.280899,Mbs
binary8,1,1,21,32,1600,FulcrumCombined,decoder,568.888889,568.888889,Mbs
binary8,1,1,22,32,1600,FulcrumCombined,decoder,595.348837,595.348837,Mbs
binary8,1,1,23,32,1600,FulcrumCombined,decoder,586.666667,568.888889,Mbs
binary8,1,1,24,32,1600,FulcrumCombined,decoder,575.280899,575.280899,Mbs
binary8,1,1,25,32,1600,FulcrumCombined,decoder,588.505747,588.505747,Mbs
binary8,1,1,26,32,1600,FulcrumCombined,decoder,600,581.818182,Mbs
binary8,1,1,27,32,1600,FulcrumCombined,decoder,575.280899,575.280899,Mbs
binary8,1,1,28,32,1600,FulcrumCombined,decoder,560.824742,527.835052,Mbs
binary8,1,1,29,32,1600,FulcrumCombined,decoder,471.428571,457.142857,Mbs
binary8,1,1,30,32,1600,FulcrumCombined,decoder,608.695652,556.521739,Mbs
binary,2,1,1,32,1600,FulcrumInner,encoder,721.126761,721.126761,Mbs
binary,2,1,2,32,1600,FulcrumInner,encoder,701.369863,701.369863,Mbs
binary,2,1,3,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,2,1,4,32,1600,FulcrumInner,encoder,701.369863,701.369863,Mbs
binary,2,1,5,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs
binary,2,1,6,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs
binary,2,1,7,32,1600,FulcrumInner,encoder,701.369863,701.369863,Mbs
binary,2,1,8,32,1600,FulcrumInner,encoder,595.348837,595.348837,Mbs
binary,2,1,9,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs
binary,2,1,10,32,1600,FulcrumInner,encoder,575.280899,575.280899,Mbs
binary,2,1,11,32,1600,FulcrumInner,encoder,616.86747,616.86747,Mbs
binary,2,1,12,32,1600,FulcrumInner,encoder,711.111111,711.111111,Mbs
binary,2,1,13,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,2,1,14,32,1600,FulcrumInner,encoder,711.111111,711.111111,Mbs
binary,2,1,15,32,1600,FulcrumInner,encoder,721.126761,721.126761,Mbs
binary,2,1,16,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,2,1,17,32,1600,FulcrumInner,encoder,701.369863,701.369863,Mbs
binary,2,1,18,32,1600,FulcrumInner,encoder,711.111111,711.111111,Mbs
binary,2,1,19,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs
binary,2,1,20,32,1600,FulcrumInner,encoder,721.126761,721.126761,Mbs
binary,2,1,21,32,1600,FulcrumInner,encoder,701.369863,701.369863,Mbs
binary,2,1,22,32,1600,FulcrumInner,encoder,701.369863,701.369863,Mbs
binary,2,1,23,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,2,1,24,32,1600,FulcrumInner,encoder,711.111111,711.111111,Mbs
binary,2,1,25,32,1600,FulcrumInner,encoder,731.428571,731.428571,Mbs
binary,2,1,26,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs
binary,2,1,27,32,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs
binary,2,1,28,32,1600,FulcrumInner,encoder,648.101266,648.101266,Mbs
binary,2,1,29,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs
binary,2,1,30,32,1600,FulcrumInner,encoder,538.947368,538.947368,Mbs
binary,2,1,1,32,1600,FulcrumInner,decoder,925,800,Mbs
binary,2,1,2,32,1600,FulcrumInner,decoder,944.262295,839.344262,Mbs
binary,2,1,3,32,1600,FulcrumInner,decoder,863.492063,812.698413,Mbs
binary,2,1,4,32,1600,FulcrumInner,decoder,906.666667,853.333333,Mbs
binary,2,1,5,32,1600,FulcrumInner,decoder,976.271186,867.79661,Mbs
binary,2,1,6,32,1600,FulcrumInner,decoder,767.123288,701.369863,Mbs
binary,2,1,7,32,1600,FulcrumInner,decoder,918.032787,839.344262,Mbs
binary,2,1,8,32,1600,FulcrumInner,decoder,1010.526316,898.245614,Mbs
binary,2,1,9,32,1600,FulcrumInner,decoder,903.225806,825.806452,Mbs
binary,2,1,10,32,1600,FulcrumInner,decoder,910.769231,787.692308,Mbs
binary,2,1,11,32,1600,FulcrumInner,decoder,850,800,Mbs
binary,2,1,12,32,1600,FulcrumInner,decoder,937.931034,882.758621,Mbs
binary,2,1,13,32,1600,FulcrumInner,decoder,810.958904,701.369863,Mbs
binary,2,1,14,32,1600,FulcrumInner,decoder,788.405797,742.028986,Mbs
binary,2,1,15,32,1600,FulcrumInner,decoder,937.931034,882.758621,Mbs
binary,2,1,16,32,1600,FulcrumInner,decoder,941.176471,752.941176,Mbs
binary,2,1,17,32,1600,FulcrumInner,decoder,906.666667,853.333333,Mbs
binary,2,1,18,32,1600,FulcrumInner,decoder,982.45614,898.245614,Mbs
binary,2,1,19,32,1600,FulcrumInner,decoder,965.517241,882.758621,Mbs
binary,2,1,20,32,1600,FulcrumInner,decoder,976.271186,867.79661,Mbs
binary,2,1,21,32,1600,FulcrumInner,decoder,800,731.428571,Mbs
binary,2,1,22,32,1600,FulcrumInner,decoder,914.285714,812.698413,Mbs
binary,2,1,23,32,1600,FulcrumInner,decoder,976.271186,867.79661,Mbs
binary,2,1,24,32,1600,FulcrumInner,decoder,954.385965,898.245614,Mbs
binary,2,1,25,32,1600,FulcrumInner,decoder,970.491803,839.344262,Mbs
binary,2,1,26,32,1600,FulcrumInner,decoder,914.285714,812.698413,Mbs
binary,2,1,27,32,1600,FulcrumInner,decoder,949.152542,867.79661,Mbs
binary,2,1,28,32,1600,FulcrumInner,decoder,935.384615,787.692308,Mbs
binary,2,1,29,32,1600,FulcrumInner,decoder,945.454545,775.757576,Mbs
binary,2,1,30,32,1600,FulcrumInner,decoder,925,800,Mbs
binary8,2,1,1,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,2,32,1600,FulcrumOuter,encoder,682.666667,682.666667,Mbs
binary8,2,1,3,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,4,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,5,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,6,32,1600,FulcrumOuter,encoder,595.348837,595.348837,Mbs
binary8,2,1,7,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,8,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,9,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,10,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,11,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,2,1,12,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,13,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,14,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,15,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,16,32,1600,FulcrumOuter,encoder,682.666667,682.666667,Mbs
binary8,2,1,17,32,1600,FulcrumOuter,encoder,721.126761,721.126761,Mbs
binary8,2,1,18,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,2,1,19,32,1600,FulcrumOuter,encoder,568.888889,568.888889,Mbs
binary8,2,1,20,32,1600,FulcrumOuter,encoder,701.369863,701.369863,Mbs
binary8,2,1,21,32,1600,FulcrumOuter,encoder,721.126761,721.126761,Mbs
binary8,2,1,22,32,1600,FulcrumOuter,encoder,656.410256,656.410256,Mbs
binary8,2,1,23,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,2,1,24,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,2,1,25,32,1600,FulcrumOuter,encoder,656.410256,656.410256,Mbs
binary8,2,1,26,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,2,1,27,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,2,1,28,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,2,1,29,32,1600,FulcrumOuter,encoder,656.410256,656.410256,Mbs
binary8,2,1,30,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,2,1,1,32,1600,FulcrumOuter,decoder,453.097345,453.097345,Mbs
binary8,2,1,2,32,1600,FulcrumOuter,decoder,441.37931,441.37931,Mbs
binary8,2,1,3,32,1600,FulcrumOuter,decoder,461.261261,461.261261,Mbs
binary8,2,1,4,32,1600,FulcrumOuter,decoder,487.619048,487.619048,Mbs
binary8,2,1,5,32,1600,FulcrumOuter,decoder,483.018868,483.018868,Mbs
binary8,2,1,6,32,1600,FulcrumOuter,decoder,463.157895,449.122807,Mbs
binary8,2,1,7,32,1600,FulcrumOuter,decoder,474.074074,474.074074,Mbs
binary8,2,1,8,32,1600,FulcrumOuter,decoder,453.097345,453.097345,Mbs
binary8,2,1,9,32,1600,FulcrumOuter,decoder,457.142857,457.142857,Mbs
binary8,2,1,10,32,1600,FulcrumOuter,decoder,363.120567,363.120567,Mbs
binary8,2,1,11,32,1600,FulcrumOuter,decoder,449.122807,449.122807,Mbs
binary8,2,1,12,32,1600,FulcrumOuter,decoder,394.366197,360.56338,Mbs
binary8,2,1,13,32,1600,FulcrumOuter,decoder,501.960784,501.960784,Mbs
binary8,2,1,14,32,1600,FulcrumOuter,decoder,403.149606,403.149606,Mbs
binary8,2,1,15,32,1600,FulcrumOuter,decoder,478.504673,478.504673,Mbs
binary8,2,1,16,32,1600,FulcrumOuter,decoder,497.087379,497.087379,Mbs
binary8,2,1,17,32,1600,FulcrumOuter,decoder,406.349206,406.349206,Mbs
binary8,2,1,18,32,1600,FulcrumOuter,decoder,409.302326,396.899225,Mbs
binary8,2,1,19,32,1600,FulcrumOuter,decoder,493.457944,478.504673,Mbs
binary8,2,1,20,32,1600,FulcrumOuter,decoder,294.252874,294.252874,Mbs
binary8,2,1,21,32,1600,FulcrumOuter,decoder,447.457627,433.898305,Mbs
binary8,2,1,22,32,1600,FulcrumOuter,decoder,457.142857,457.142857,Mbs
binary8,2,1,23,32,1600,FulcrumOuter,decoder,497.087379,497.087379,Mbs
binary8,2,1,24,32,1600,FulcrumOuter,decoder,419.672131,419.672131,Mbs
binary8,2,1,25,32,1600,FulcrumOuter,decoder,441.37931,441.37931,Mbs
binary8,2,1,26,32,1600,FulcrumOuter,decoder,487.619048,487.619048,Mbs
binary8,2,1,27,32,1600,FulcrumOuter,decoder,406.349206,406.349206,Mbs
binary8,2,1,28,32,1600,FulcrumOuter,decoder,400,400,Mbs
binary8,2,1,29,32,1600,FulcrumOuter,decoder,451.282051,437.606838,Mbs
binary8,2,1,30,32,1600,FulcrumOuter,decoder,474.074074,474.074074,Mbs
binary8,2,1,1,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,2,1,2,32,1600,FulcrumCombined,encoder,602.352941,602.352941,Mbs
binary8,2,1,3,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,2,1,4,32,1600,FulcrumCombined,encoder,682.666667,682.666667,Mbs
binary8,2,1,5,32,1600,FulcrumCombined,encoder,437.606838,437.606838,Mbs
binary8,2,1,6,32,1600,FulcrumCombined,encoder,682.666667,682.666667,Mbs
binary8,2,1,7,32,1600,FulcrumCombined,encoder,701.369863,701.369863,Mbs
binary8,2,1,8,32,1600,FulcrumCombined,encoder,701.369863,701.369863,Mbs
binary8,2,1,9,32,1600,FulcrumCombined,encoder,701.369863,701.369863,Mbs
binary8,2,1,10,32,1600,FulcrumCombined,encoder,616.86747,616.86747,Mbs
binary8,2,1,11,32,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,2,1,12,32,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,2,1,13,32,1600,FulcrumCombined,encoder,588.505747,588.505747,Mbs
binary8,2,1,14,32,1600,FulcrumCombined,encoder,701.369863,701.369863,Mbs
binary8,2,1,15,32,1600,FulcrumCombined,encoder,533.333333,533.333333,Mbs
binary8,2,1,16,32,1600,FulcrumCombined,encoder,602.352941,602.352941,Mbs
binary8,2,1,17,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,2,1,18,32,1600,FulcrumCombined,encoder,609.52381,609.52381,Mbs
binary8,2,1,19,32,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,2,1,20,32,1600,FulcrumCombined,encoder,616.86747,616.86747,Mbs
binary8,2,1,21,32,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,2,1,22,32,1600,FulcrumCombined,encoder,648.101266,648.101266,Mbs
binary8,2,1,23,32,1600,FulcrumCombined,encoder,711.111111,711.111111,Mbs
binary8,2,1,24,32,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,2,1,25,32,1600,FulcrumCombined,encoder,682.666667,682.666667,Mbs
binary8,2,1,26,32,1600,FulcrumCombined,encoder,682.666667,682.666667,Mbs
binary8,2,1,27,32,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,2,1,28,32,1600,FulcrumCombined,encoder,437.606838,437.606838,Mbs
binary8,2,1,29,32,1600,FulcrumCombined,encoder,501.960784,501.960784,Mbs
binary8,2,1,30,32,1600,FulcrumCombined,encoder,550.537634,550.537634,Mbs
binary8,2,1,1,32,1600,FulcrumCombined,decoder,550.537634,550.537634,Mbs
binary8,2,1,2,32,1600,FulcrumCombined,decoder,581.818182,581.818182,Mbs
binary8,2,1,3,32,1600,FulcrumCombined,decoder,538.947368,538.947368,Mbs
binary8,2,1,4,32,1600,FulcrumCombined,decoder,550.537634,550.537634,Mbs
binary8,2,1,5,32,1600,FulcrumCombined,decoder,580.21978,562.637363,Mbs
binary8,2,1,6,32,1600,FulcrumCombined,decoder,575.280899,575.280899,Mbs
binary8,2,1,7,32,1600,FulcrumCombined,decoder,538.947368,538.947368,Mbs
binary8,2,1,8,32,1600,FulcrumCombined,decoder,575.280899,575.280899,Mbs
binary8,2,1,9,32,1600,FulcrumCombined,decoder,543.119266,469.724771,Mbs
binary8,2,1,10,32,1600,FulcrumCombined,decoder,522.44898,522.44898,Mbs
binary8,2,1,11,32,1600,FulcrumCombined,decoder,538.947368,538.947368,Mbs
binary8,2,1,12,32,1600,FulcrumCombined,decoder,581.818182,581.818182,Mbs
binary8,2,1,13,32,1600,FulcrumCombined,decoder,586.666667,568.888889,Mbs
binary8,2,1,14,32,1600,FulcrumCombined,decoder,562.637363,562.637363,Mbs
binary8,2,1,15,32,1600,FulcrumCombined,decoder,584.946237,550.537634,Mbs
binary8,2,1,16,32,1600,FulcrumCombined,decoder,568.888889,568.888889,Mbs
binary8,2,1,17,32,1600,FulcrumCombined,decoder,533.333333,533.333333,Mbs
binary8,2,1,18,32,1600,FulcrumCombined,decoder,562.637363,562.637363,Mbs
binary8,2,1,19,32,1600,FulcrumCombined,decoder,562.637363,562.637363,Mbs
binary8,2,1,20,32,1600,FulcrumCombined,decoder,586.666667,568.888889,Mbs
binary8,2,1,21,32,1600,FulcrumCombined,decoder,575.280899,575.280899,Mbs
binary8,2,1,22,32,1600,FulcrumCombined,decoder,538.947368,538.947368,Mbs
binary8,2,1,23,32,1600,FulcrumCombined,decoder,556.521739,556.521739,Mbs
binary8,2,1,24,32,1600,FulcrumCombined,decoder,586.666667,568.888889,Mbs
binary8,2,1,25,32,1600,FulcrumCombined,decoder,527.835052,527.835052,Mbs
binary8,2,1,26,32,1600,FulcrumCombined,decoder,492.307692,492.307692,Mbs
binary8,2,1,27,32,1600,FulcrumCombined,decoder,562.637363,562.637363,Mbs
binary8,2,1,28,32,1600,FulcrumCombined,decoder,586.666667,568.888889,Mbs
binary8,2,1,29,32,1600,FulcrumCombined,decoder,568.888889,568.888889,Mbs
binary8,2,1,30,32,1600,FulcrumCombined,decoder,556.521739,556.521739,Mbs
binary,3,1,1,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,2,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,3,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,4,32,1600,FulcrumInner,encoder,648.101266,648.101266,Mbs
binary,3,1,5,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,6,32,1600,FulcrumInner,encoder,522.44898,522.44898,Mbs
binary,3,1,7,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,8,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,9,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,10,32,1600,FulcrumInner,encoder,640,640,Mbs
binary,3,1,11,32,1600,FulcrumInner,encoder,648.101266,648.101266,Mbs
binary,3,1,12,32,1600,FulcrumInner,encoder,682.666667,682.666667,Mbs
binary,3,1,13,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,14,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,15,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,16,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,3,1,17,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,18,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,3,1,19,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,20,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,3,1,21,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,22,32,1600,FulcrumInner,encoder,640,640,Mbs
binary,3,1,23,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,3,1,24,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,25,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,26,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,3,1,27,32,1600,FulcrumInner,encoder,664.935065,664.935065,Mbs
binary,3,1,28,32,1600,FulcrumInner,encoder,656.410256,656.410256,Mbs
binary,3,1,29,32,1600,FulcrumInner,encoder,648.101266,648.101266,Mbs
binary,3,1,30,32,1600,FulcrumInner,encoder,673.684211,673.684211,Mbs
binary,3,1,1,32,1600,FulcrumInner,decoder,900,800,Mbs
binary,3,1,2,32,1600,FulcrumInner,decoder,933.333333,853.333333,Mbs
binary,3,1,3,32,1600,FulcrumInner,decoder,921.212121,775.757576,Mbs
binary,3,1,4,32,1600,FulcrumInner,decoder,914.285714,812.698413,Mbs
binary,3,1,5,32,1600,FulcrumInner,decoder,939.68254,812.698413,Mbs
binary,3,1,6,32,1600,FulcrumInner,decoder,970.491803,839.344262,Mbs
binary,3,1,7,32,1600,FulcrumInner,decoder,903.225806,825.806452,Mbs
binary,3,1,8,32,1600,FulcrumInner,decoder,933.333333,853.333333,Mbs
binary,3,1,9,32,1600,FulcrumInner,decoder,931.343284,764.179104,Mbs
binary,3,1,10,32,1600,FulcrumInner,decoder,789.333333,682.666667,Mbs
binary,3,1,11,32,1600,FulcrumInner,decoder,910.769231,787.692308,Mbs
binary,3,1,12,32,1600,FulcrumInner,decoder,925,800,Mbs
binary,3,1,13,32,1600,FulcrumInner,decoder,875,800,Mbs
binary,3,1,14,32,1600,FulcrumInner,decoder,933.333333,853.333333,Mbs
binary,3,1,15,32,1600,FulcrumInner,decoder,903.225806,825.806452,Mbs
binary,3,1,16,32,1600,FulcrumInner,decoder,875,800,Mbs
binary,3,1,17,32,1600,FulcrumInner,decoder,888.888889,812.698413,Mbs
binary,3,1,18,32,1600,FulcrumInner,decoder,768,682.666667,Mbs
binary,3,1,19,32,1600,FulcrumInner,decoder,886.486486,691.891892,Mbs
binary,3,1,20,32,1600,FulcrumInner,decoder,949.152542,867.79661,Mbs
binary,3,1,21,32,1600,FulcrumInner,decoder,914.285714,812.698413,Mbs
binary,3,1,22,32,1600,FulcrumInner,decoder,944.262295,839.344262,Mbs
binary,3,1,23,32,1600,FulcrumInner,decoder,861.538462,787.692308,Mbs
binary,3,1,24,32,1600,FulcrumInner,decoder,929.032258,825.806452,Mbs
binary,3,1,25,32,1600,FulcrumInner,decoder,917.333333,682.666667,Mbs
binary,3,1,26,32,1600,FulcrumInner,decoder,914.285714,731.428571,Mbs
binary,3,1,27,32,1600,FulcrumInner,decoder,848.484848,775.757576,Mbs
binary,3,1,28,32,1600,FulcrumInner,decoder,914.285714,812.698413,Mbs
binary,3,1,29,32,1600,FulcrumInner,decoder,886.153846,787.692308,Mbs
binary,3,1,30,32,1600,FulcrumInner,decoder,886.486486,691.891892,Mbs
binary8,3,1,1,32,1600,FulcrumOuter,encoder,656.410256,656.410256,Mbs
binary8,3,1,2,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,3,1,3,32,1600,FulcrumOuter,encoder,602.352941,602.352941,Mbs
binary8,3,1,4,32,1600,FulcrumOuter,encoder,632.098765,632.098765,Mbs
binary8,3,1,5,32,1600,FulcrumOuter,encoder,527.835052,527.835052,Mbs
binary8,3,1,6,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,3,1,7,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,3,1,8,32,1600,FulcrumOuter,encoder,691.891892,691.891892,Mbs
binary8,3,1,9,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,3,1,10,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,3,1,11,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,3,1,12,32,1600,FulcrumOuter,encoder,575.280899,575.280899,Mbs
binary8,3,1,13,32,1600,FulcrumOuter,encoder,648.101266,648.101266,Mbs
binary8,3,1,14,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,3,1,15,32,1600,FulcrumOuter,encoder,648.101266,648.101266,Mbs
binary8,3,1,16,32,1600,FulcrumOuter,encoder,682.666667,682.666667,Mbs
binary8,3,1,17,32,1600,FulcrumOuter,encoder,682.666667,682.666667,Mbs
binary8,3,1,18,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,3,1,19,32,1600,FulcrumOuter,encoder,656.410256,656.410256,Mbs
binary8,3,1,20,32,1600,FulcrumOuter,encoder,527.835052,527.835052,Mbs
binary8,3,1,21,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,3,1,22,32,1600,FulcrumOuter,encoder,673.684211,673.684211,Mbs
binary8,3,1,23,32,1600,FulcrumOuter,encoder,522.44898,522.44898,Mbs
binary8,3,1,24,32,1600,FulcrumOuter,encoder,656.410256,656.410256,Mbs
binary8,3,1,25,32,1600,FulcrumOuter,encoder,437.606838,437.606838,Mbs
binary8,3,1,26,32,1600,FulcrumOuter,encoder,640,640,Mbs
binary8,3,1,27,32,1600,FulcrumOuter,encoder,648.101266,648.101266,Mbs
binary8,3,1,28,32,1600,FulcrumOuter,encoder,648.101266,648.101266,Mbs
binary8,3,1,29,32,1600,FulcrumOuter,encoder,664.935065,664.935065,Mbs
binary8,3,1,30,32,1600,FulcrumOuter,encoder,575.280899,575.280899,Mbs
binary8,3,1,1,32,1600,FulcrumOuter,decoder,332.467532,332.467532,Mbs
binary8,3,1,2,32,1600,FulcrumOuter,decoder,465.454545,465.454545,Mbs
binary8,3,1,3,32,1600,FulcrumOuter,decoder,433.898305,433.898305,Mbs
binary8,3,1,4,32,1600,FulcrumOuter,decoder,430.252101,430.252101,Mbs
binary8,3,1,5,32,1600,FulcrumOuter,decoder,445.217391,445.217391,Mbs
