benchmark,expansion,iterations,run_number,symbols,symbol_size,testcase,type,throughput,goodput,unit
binary,1,1,1,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,2,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,1,1,3,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,4,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,5,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,1,1,6,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,7,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,1,1,8,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,1,1,9,16,1600,FulcrumInner,encoder,624.390244,624.390244,Mbs
binary,1,1,10,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,11,16,1600,FulcrumInner,encoder,731.428571,731.428571,Mbs
binary,1,1,12,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,1,1,13,16,1600,FulcrumInner,encoder,609.52381,609.52381,Mbs
binary,1,1,14,16,1600,FulcrumInner,encoder,853.333333,853.333333,Mbs
binary,1,1,15,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,16,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,17,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,1,1,18,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,19,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,1,1,20,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,1,1,21,16,1600,FulcrumInner,encoder,640,640,Mbs
binary,1,1,22,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,23,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,1,1,24,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,1,1,25,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,1,1,26,16,1600,FulcrumInner,encoder,853.333333,853.333333,Mbs
binary,1,1,27,16,1600,FulcrumInner,encoder,853.333333,853.333333,Mbs
binary,1,1,28,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,1,1,29,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,1,1,30,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,1,1,1,16,1600,FulcrumInner,decoder,1768.421053,1347.368421,Mbs
binary,1,1,2,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,3,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,4,16,1600,FulcrumInner,decoder,1700,1600,Mbs
binary,1,1,5,16,1600,FulcrumInner,decoder,1852.631579,1347.368421,Mbs
binary,1,1,6,16,1600,FulcrumInner,decoder,1813.333333,1706.666667,Mbs
binary,1,1,7,16,1600,FulcrumInner,decoder,1125.925926,948.148148,Mbs
binary,1,1,8,16,1600,FulcrumInner,decoder,1813.333333,1706.666667,Mbs
binary,1,1,9,16,1600,FulcrumInner,decoder,960,853.333333,Mbs
binary,1,1,10,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,11,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,12,16,1600,FulcrumInner,decoder,1600,1505.882353,Mbs
binary,1,1,13,16,1600,FulcrumInner,decoder,1046.153846,984.615385,Mbs
binary,1,1,14,16,1600,FulcrumInner,decoder,1788.235294,1505.882353,Mbs
binary,1,1,15,16,1600,FulcrumInner,decoder,1920,1706.666667,Mbs
binary,1,1,16,16,1600,FulcrumInner,decoder,1800,1600,Mbs
binary,1,1,17,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,18,16,1600,FulcrumInner,decoder,1900,1600,Mbs
binary,1,1,19,16,1600,FulcrumInner,decoder,1777.777778,1422.222222,Mbs
binary,1,1,20,16,1600,FulcrumInner,decoder,1440,1280,Mbs
binary,1,1,21,16,1600,FulcrumInner,decoder,1788.235294,1505.882353,Mbs
binary,1,1,22,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,23,16,1600,FulcrumInner,decoder,1920,1706.666667,Mbs
binary,1,1,24,16,1600,FulcrumInner,decoder,1688.888889,1422.222222,Mbs
binary,1,1,25,16,1600,FulcrumInner,decoder,1852.631579,1347.368421,Mbs
binary,1,1,26,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,1,1,27,16,1600,FulcrumInner,decoder,1866.666667,1422.222222,Mbs
binary,1,1,28,16,1600,FulcrumInner,decoder,1813.333333,1706.666667,Mbs
binary,1,1,29,16,1600,FulcrumInner,decoder,1107.692308,984.615385,Mbs
binary,1,1,30,16,1600,FulcrumInner,decoder,1900,1600,Mbs
binary8,1,1,1,16,1600,FulcrumOuter,encoder,512,512,Mbs
binary8,1,1,2,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,1,1,3,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,4,16,1600,FulcrumOuter,encoder,853.333333,853.333333,Mbs
binary8,1,1,5,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,6,16,1600,FulcrumOuter,encoder,609.52381,609.52381,Mbs
binary8,1,1,7,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,8,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,9,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,10,16,1600,FulcrumOuter,encoder,853.333333,853.333333,Mbs
binary8,1,1,11,16,1600,FulcrumOuter,encoder,624.390244,624.390244,Mbs
binary8,1,1,12,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,13,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,14,16,1600,FulcrumOuter,encoder,853.333333,853.333333,Mbs
binary8,1,1,15,16,1600,FulcrumOuter,encoder,853.333333,853.333333,Mbs
binary8,1,1,16,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,17,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,18,16,1600,FulcrumOuter,encoder,609.52381,609.52381,Mbs
binary8,1,1,19,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,20,16,1600,FulcrumOuter,encoder,853.333333,853.333333,Mbs
binary8,1,1,21,16,1600,FulcrumOuter,encoder,609.52381,609.52381,Mbs
binary8,1,1,22,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,23,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,24,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,25,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,26,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,27,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,28,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,29,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,1,1,30,16,1600,FulcrumOuter,encoder,825.806452,825.806452,Mbs
binary8,1,1,1,16,1600,FulcrumOuter,decoder,731.428571,731.428571,Mbs
binary8,1,1,2,16,1600,FulcrumOuter,decoder,691.891892,691.891892,Mbs
binary8,1,1,3,16,1600,FulcrumOuter,decoder,711.111111,711.111111,Mbs
binary8,1,1,4,16,1600,FulcrumOuter,decoder,691.891892,691.891892,Mbs
binary8,1,1,5,16,1600,FulcrumOuter,decoder,715.789474,673.684211,Mbs
binary8,1,1,6,16,1600,FulcrumOuter,decoder,691.891892,691.891892,Mbs
binary8,1,1,7,16,1600,FulcrumOuter,decoder,711.111111,711.111111,Mbs
binary8,1,1,8,16,1600,FulcrumOuter,decoder,735.135135,691.891892,Mbs
binary8,1,1,9,16,1600,FulcrumOuter,decoder,720,640,Mbs
binary8,1,1,10,16,1600,FulcrumOuter,decoder,697.435897,656.410256,Mbs
binary8,1,1,11,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,1,1,12,16,1600,FulcrumOuter,decoder,697.435897,656.410256,Mbs
binary8,1,1,13,16,1600,FulcrumOuter,decoder,731.428571,731.428571,Mbs
binary8,1,1,14,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,1,1,15,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,1,1,16,16,1600,FulcrumOuter,decoder,697.435897,656.410256,Mbs
binary8,1,1,17,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,1,1,18,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,1,1,19,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,1,1,20,16,1600,FulcrumOuter,decoder,738.461538,656.410256,Mbs
binary8,1,1,21,16,1600,FulcrumOuter,decoder,566.666667,533.333333,Mbs
binary8,1,1,22,16,1600,FulcrumOuter,decoder,555.102041,522.44898,Mbs
binary8,1,1,23,16,1600,FulcrumOuter,decoder,735.135135,691.891892,Mbs
binary8,1,1,24,16,1600,FulcrumOuter,decoder,691.891892,691.891892,Mbs
binary8,1,1,25,16,1600,FulcrumOuter,decoder,555.102041,522.44898,Mbs
binary8,1,1,26,16,1600,FulcrumOuter,decoder,680,640,Mbs
binary8,1,1,27,16,1600,FulcrumOuter,decoder,711.111111,711.111111,Mbs
binary8,1,1,28,16,1600,FulcrumOuter,decoder,697.435897,656.410256,Mbs
binary8,1,1,29,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,1,1,30,16,1600,FulcrumOuter,decoder,711.111111,711.111111,Mbs
binary8,1,1,1,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,2,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,3,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,4,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,5,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,6,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,7,16,1600,FulcrumCombined,encoder,853.333333,853.333333,Mbs
binary8,1,1,8,16,1600,FulcrumCombined,encoder,853.333333,853.333333,Mbs
binary8,1,1,9,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,10,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,11,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,12,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,13,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,14,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,15,16,1600,FulcrumCombined,encoder,853.333333,853.333333,Mbs
binary8,1,1,16,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,17,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,18,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,19,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,20,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,21,16,1600,FulcrumCombined,encoder,853.333333,853.333333,Mbs
binary8,1,1,22,16,1600,FulcrumCombined,encoder,640,640,Mbs
binary8,1,1,23,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,1,1,24,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,1,1,25,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,26,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,27,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,28,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,29,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,1,1,30,16,1600,FulcrumCombined,encoder,825.806452,825.806452,Mbs
binary8,1,1,1,16,1600,FulcrumCombined,decoder,457.142857,457.142857,Mbs
binary8,1,1,2,16,1600,FulcrumCombined,decoder,691.891892,691.891892,Mbs
binary8,1,1,3,16,1600,FulcrumCombined,decoder,711.111111,711.111111,Mbs
binary8,1,1,4,16,1600,FulcrumCombined,decoder,715.789474,673.684211,Mbs
binary8,1,1,5,16,1600,FulcrumCombined,decoder,800,673.684211,Mbs
binary8,1,1,6,16,1600,FulcrumCombined,decoder,691.891892,691.891892,Mbs
binary8,1,1,7,16,1600,FulcrumCombined,decoder,691.891892,691.891892,Mbs
binary8,1,1,8,16,1600,FulcrumCombined,decoder,738.461538,656.410256,Mbs
binary8,1,1,9,16,1600,FulcrumCombined,decoder,640,640,Mbs
binary8,1,1,10,16,1600,FulcrumCombined,decoder,691.891892,691.891892,Mbs
binary8,1,1,11,16,1600,FulcrumCombined,decoder,656.410256,656.410256,Mbs
binary8,1,1,12,16,1600,FulcrumCombined,decoder,640,640,Mbs
binary8,1,1,13,16,1600,FulcrumCombined,decoder,735.135135,691.891892,Mbs
binary8,1,1,14,16,1600,FulcrumCombined,decoder,632.55814,595.348837,Mbs
binary8,1,1,15,16,1600,FulcrumCombined,decoder,533.333333,533.333333,Mbs
binary8,1,1,16,16,1600,FulcrumCombined,decoder,578.723404,544.680851,Mbs
binary8,1,1,17,16,1600,FulcrumCombined,decoder,673.684211,673.684211,Mbs
binary8,1,1,18,16,1600,FulcrumCombined,decoder,680,640,Mbs
binary8,1,1,19,16,1600,FulcrumCombined,decoder,587.755102,522.44898,Mbs
binary8,1,1,20,16,1600,FulcrumCombined,decoder,735.135135,691.891892,Mbs
binary8,1,1,21,16,1600,FulcrumCombined,decoder,711.111111,711.111111,Mbs
binary8,1,1,22,16,1600,FulcrumCombined,decoder,711.111111,711.111111,Mbs
binary8,1,1,23,16,1600,FulcrumCombined,decoder,449.122807,449.122807,Mbs
binary8,1,1,24,16,1600,FulcrumCombined,decoder,673.684211,673.684211,Mbs
binary8,1,1,25,16,1600,FulcrumCombined,decoder,691.891892,691.891892,Mbs
binary8,1,1,26,16,1600,FulcrumCombined,decoder,522.44898,522.44898,Mbs
binary8,1,1,27,16,1600,FulcrumCombined,decoder,697.435897,656.410256,Mbs
binary8,1,1,28,16,1600,FulcrumCombined,decoder,711.111111,711.111111,Mbs
binary8,1,1,29,16,1600,FulcrumCombined,decoder,715.789474,673.684211,Mbs
binary8,1,1,30,16,1600,FulcrumCombined,decoder,691.891892,691.891892,Mbs
binary,2,1,1,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,2,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,3,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,4,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,5,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,2,1,6,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,2,1,7,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,2,1,8,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,2,1,9,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,2,1,10,16,1600,FulcrumInner,encoder,595.348837,595.348837,Mbs
binary,2,1,11,16,1600,FulcrumInner,encoder,731.428571,731.428571,Mbs
binary,2,1,12,16,1600,FulcrumInner,encoder,800,800,Mbs
binary,2,1,13,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,14,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,15,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,16,16,1600,FulcrumInner,encoder,691.891892,691.891892,Mbs
binary,2,1,17,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,18,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,19,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,20,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,21,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,22,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,23,16,1600,FulcrumInner,encoder,752.941176,752.941176,Mbs
binary,2,1,24,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,25,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,26,16,1600,FulcrumInner,encoder,825.806452,825.806452,Mbs
binary,2,1,27,16,1600,FulcrumInner,encoder,731.428571,731.428571,Mbs
binary,2,1,28,16,1600,FulcrumInner,encoder,568.888889,568.888889,Mbs
binary,2,1,29,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,30,16,1600,FulcrumInner,encoder,775.757576,775.757576,Mbs
binary,2,1,1,16,1600,FulcrumInner,decoder,1800,1600,Mbs
binary,2,1,2,16,1600,FulcrumInner,decoder,1280,1024,Mbs
binary,2,1,3,16,1600,FulcrumInner,decoder,1688.888889,1422.222222,Mbs
binary,2,1,4,16,1600,FulcrumInner,decoder,1788.235294,1505.882353,Mbs
binary,2,1,5,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,2,1,6,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,2,1,7,16,1600,FulcrumInner,decoder,1768.421053,1347.368421,Mbs
binary,2,1,8,16,1600,FulcrumInner,decoder,1200,1066.666667,Mbs
binary,2,1,9,16,1600,FulcrumInner,decoder,1800,1600,Mbs
binary,2,1,10,16,1600,FulcrumInner,decoder,1777.777778,1422.222222,Mbs
binary,2,1,11,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,2,1,12,16,1600,FulcrumInner,decoder,1788.235294,1505.882353,Mbs
binary,2,1,13,16,1600,FulcrumInner,decoder,1688.888889,1422.222222,Mbs
binary,2,1,14,16,1600,FulcrumInner,decoder,1400,1066.666667,Mbs
binary,2,1,15,16,1600,FulcrumInner,decoder,1600,1347.368421,Mbs
binary,2,1,16,16,1600,FulcrumInner,decoder,1600,1280,Mbs
binary,2,1,17,16,1600,FulcrumInner,decoder,1840,1280,Mbs
binary,2,1,18,16,1600,FulcrumInner,decoder,1391.304348,1113.043478,Mbs
binary,2,1,19,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,2,1,20,16,1600,FulcrumInner,decoder,1760,1280,Mbs
binary,2,1,21,16,1600,FulcrumInner,decoder,1600,1422.222222,Mbs
binary,2,1,22,16,1600,FulcrumInner,decoder,1676.190476,1219.047619,Mbs
binary,2,1,23,16,1600,FulcrumInner,decoder,1777.777778,1422.222222,Mbs
binary,2,1,24,16,1600,FulcrumInner,decoder,1600,1280,Mbs
binary,2,1,25,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,2,1,26,16,1600,FulcrumInner,decoder,1333.333333,1066.666667,Mbs
binary,2,1,27,16,1600,FulcrumInner,decoder,1752.380952,1219.047619,Mbs
binary,2,1,28,16,1600,FulcrumInner,decoder,1866.666667,1422.222222,Mbs
binary,2,1,29,16,1600,FulcrumInner,decoder,1694.117647,1505.882353,Mbs
binary,2,1,30,16,1600,FulcrumInner,decoder,1920,1706.666667,Mbs
binary8,2,1,1,16,1600,FulcrumOuter,encoder,581.818182,581.818182,Mbs
binary8,2,1,2,16,1600,FulcrumOuter,encoder,332.467532,332.467532,Mbs
binary8,2,1,3,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,4,16,1600,FulcrumOuter,encoder,609.52381,609.52381,Mbs
binary8,2,1,5,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,6,16,1600,FulcrumOuter,encoder,609.52381,609.52381,Mbs
binary8,2,1,7,16,1600,FulcrumOuter,encoder,382.089552,382.089552,Mbs
binary8,2,1,8,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,9,16,1600,FulcrumOuter,encoder,752.941176,752.941176,Mbs
binary8,2,1,10,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,11,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,12,16,1600,FulcrumOuter,encoder,752.941176,752.941176,Mbs
binary8,2,1,13,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,14,16,1600,FulcrumOuter,encoder,752.941176,752.941176,Mbs
binary8,2,1,15,16,1600,FulcrumOuter,encoder,483.018868,483.018868,Mbs
binary8,2,1,16,16,1600,FulcrumOuter,encoder,581.818182,581.818182,Mbs
binary8,2,1,17,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,18,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,19,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,20,16,1600,FulcrumOuter,encoder,731.428571,731.428571,Mbs
binary8,2,1,21,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,22,16,1600,FulcrumOuter,encoder,581.818182,581.818182,Mbs
binary8,2,1,23,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,24,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,25,16,1600,FulcrumOuter,encoder,752.941176,752.941176,Mbs
binary8,2,1,26,16,1600,FulcrumOuter,encoder,775.757576,775.757576,Mbs
binary8,2,1,27,16,1600,FulcrumOuter,encoder,609.52381,609.52381,Mbs
binary8,2,1,28,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,29,16,1600,FulcrumOuter,encoder,731.428571,731.428571,Mbs
binary8,2,1,30,16,1600,FulcrumOuter,encoder,800,800,Mbs
binary8,2,1,1,16,1600,FulcrumOuter,decoder,624.390244,624.390244,Mbs
binary8,2,1,2,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,3,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,4,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,5,16,1600,FulcrumOuter,decoder,624.390244,624.390244,Mbs
binary8,2,1,6,16,1600,FulcrumOuter,decoder,553.846154,492.307692,Mbs
binary8,2,1,7,16,1600,FulcrumOuter,decoder,680,640,Mbs
binary8,2,1,8,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,9,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,10,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,11,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,2,1,12,16,1600,FulcrumOuter,decoder,673.684211,673.684211,Mbs
binary8,2,1,13,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,14,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,15,16,1600,FulcrumOuter,decoder,494.545455,465.454545,Mbs
binary8,2,1,16,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,17,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,18,16,1600,FulcrumOuter,decoder,523.076923,492.307692,Mbs
binary8,2,1,19,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,20,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,21,16,1600,FulcrumOuter,decoder,680,640,Mbs
binary8,2,1,22,16,1600,FulcrumOuter,decoder,680,640,Mbs
binary8,2,1,23,16,1600,FulcrumOuter,decoder,624.390244,624.390244,Mbs
binary8,2,1,24,16,1600,FulcrumOuter,decoder,697.435897,656.410256,Mbs
binary8,2,1,25,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,26,16,1600,FulcrumOuter,decoder,656.410256,656.410256,Mbs
binary8,2,1,27,16,1600,FulcrumOuter,decoder,640,640,Mbs
binary8,2,1,28,16,1600,FulcrumOuter,decoder,680,640,Mbs
binary8,2,1,29,16,1600,FulcrumOuter,decoder,624.390244,624.390244,Mbs
binary8,2,1,30,16,1600,FulcrumOuter,decoder,365.714286,365.714286,Mbs
binary8,2,1,1,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,2,16,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,2,1,3,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,2,1,4,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,5,16,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,2,1,6,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,2,1,7,16,1600,FulcrumCombined,encoder,595.348837,595.348837,Mbs
binary8,2,1,8,16,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,2,1,9,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,2,1,10,16,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,2,1,11,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,12,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,13,16,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,2,1,14,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,2,1,15,16,1600,FulcrumCombined,encoder,581.818182,581.818182,Mbs
binary8,2,1,16,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,17,16,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,2,1,18,16,1600,FulcrumCombined,encoder,691.891892,691.891892,Mbs
binary8,2,1,19,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,2,1,20,16,1600,FulcrumCombined,encoder,800,800,Mbs
binary8,2,1,21,16,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,2,1,22,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,23,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,24,16,1600,FulcrumCombined,encoder,752.941176,752.941176,Mbs
binary8,2,1,25,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,26,16,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,2,1,27,16,1600,FulcrumCombined,encoder,731.428571,731.428571,Mbs
binary8,2,1,28,16,1600,FulcrumCombined,encoder,595.348837,595.348837,Mbs
binary8,2,1,29,16,1600,FulcrumCombined,encoder,775.757576,775.757576,Mbs
binary8,2,1,30,16,1600,FulcrumCombined,encoder,673.684211,673.684211,Mbs
binary8,2,1,1,16,1600,FulcrumCombined,decoder,673.684211,673.684211,Mbs
binary8,2,1,2,16,1600,FulcrumCombined,decoder,624.390244,624.390244,Mbs
binary8,2,1,3,16,1600,FulcrumCombined,decoder,640,640,Mbs
binary8,2,1,4,16,1600,FulcrumCombined,decoder,624.390244,624.390244,Mbs
binary8,2,1,5,16,1600,FulcrumCombined,decoder,656.410256,656.410256,Mbs
binary8,2,1,6,16,1600,FulcrumCombined,decoder,663.414634,624.390244,Mbs
binary8,2,1,7,16,1600,FulcrumCombined,decoder,697.435897,656.410256,Mbs
binary8,2,1,8,16,1600,FulcrumCombined,decoder,640,640,Mbs
binary8,2,1,9,16,1600,FulcrumCombined,decoder,640,640,Mbs
